year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2016	12280	568	Regis (CO)	-	Opponent Totals	-	-	-	-	-	800:00	89	229	38.86	21	82	25.61	69	94	73.40	268	67.00	56	83	139	34.75	47	49	34	6	66	4	1	 	 
2016	12280	30150	Roberts Wesleyan	-	Totals	-	-	-	-	-	600:00	86	195	44.10	12	45	26.67	65	91	71.43	249	83.00	37	108	145	48.33	37	42	29	9	54	3	1	 	 
2016	12280	30150	Roberts Wesleyan	-	Opponent Totals	-	-	-	-	-	600:00	69	206	33.50	20	64	31.25	28	46	60.87	186	62.00	38	86	124	41.33	44	52	20	7	71	3	2	 	 
2016	12280	1328	Rockhurst	-	Totals	-	-	-	-	-	400:00	53	122	43.44	19	52	36.54	29	32	90.62	154	77.00	18	46	64	32.00	38	24	19	9	31	2	 	 	 
2016	12280	1328	Rockhurst	-	Opponent Totals	-	-	-	-	-	400:00	42	109	38.53	11	41	26.83	23	34	67.65	118	59.00	26	54	80	40.00	19	42	15	7	36	2	1	 	 
2016	12280	30180	Rogers St.	-	Totals	-	-	-	-	-	600:00	61	176	34.66	12	53	22.64	24	38	63.16	158	52.67	35	86	121	40.33	44	46	24	16	59	3	2	 	 
2016	12280	30180	Rogers St.	-	Opponent Totals	-	-	-	-	-	600:00	49	170	28.82	21	72	29.17	34	53	64.15	153	51.00	43	82	125	41.67	31	48	20	10	51	3	1	 	 
2016	12280	584	Rollins	-	Totals	-	-	-	-	-	625:00	75	208	36.06	25	87	28.74	33	52	63.46	208	69.33	49	66	115	38.33	36	33	20	9	60	3	 	 	 
2016	12280	584	Rollins	-	Opponent Totals	-	-	-	-	-	625:00	70	161	43.48	21	52	40.38	44	56	78.57	205	68.33	27	96	123	41.00	43	57	15	4	56	3	 	 	 
2016	12280	11276	S.C. Aiken	-	Totals	-	-	-	-	-	600:00	67	169	39.64	19	54	35.19	40	56	71.43	193	64.33	41	70	111	37.00	51	48	25	19	59	3	2	 	 
2016	12280	11276	S.C. Aiken	-	Opponent Totals	-	-	-	-	-	600:00	65	155	41.94	21	38	55.26	38	59	64.41	189	63.00	31	70	101	33.67	41	53	23	7	64	3	2	 	 
2016	12280	591	Saginaw Valley	-	Totals	-	-	-	-	-	850:00	104	241	43.15	13	57	22.81	51	75	68.00	272	68.00	37	120	157	39.25	58	73	30	7	80	4	2	 	 
2016	12280	591	Saginaw Valley	-	Opponent Totals	-	-	-	-	-	850:00	88	253	34.78	10	55	18.18	51	73	69.86	237	59.25	49	111	160	40.00	42	72	36	9	84	4	3	 	 
2016	12280	594	Saint Augustine's	-	Totals	-	-	-	-	-	800:00	79	208	37.98	10	37	27.03	75	114	65.79	243	60.75	48	126	174	43.50	40	148	31	12	69	4	1	 	 
2016	12280	594	Saint Augustine's	-	Opponent Totals	-	-	-	-	-	800:00	148	333	44.44	35	122	28.69	39	59	66.10	370	92.50	71	103	174	43.50	95	74	82	7	101	4	2	 	 
2016	12280	608	Saint Leo	-	Totals	-	-	-	-	-	851:00	111	267	41.57	27	76	35.53	43	78	55.13	292	73.00	53	115	168	42.00	61	77	40	6	105	4	4	 	 
2016	12280	608	Saint Leo	-	Opponent Totals	-	-	-	-	-	850:00	99	253	39.13	21	84	25.00	71	111	63.96	290	72.50	61	114	175	43.75	61	77	34	2	78	4	1	 	 
2016	12280	1343	Saint Martin's	-	Totals	-	-	-	-	-	200:00	15	59	25.42	4	21	19.05	11	16	68.75	45	45.00	20	29	49	49.00	12	19	8	7	11	1	 	 	 
2016	12280	1343	Saint Martin's	-	Opponent Totals	-	-	-	-	-	200:00	16	58	27.59	5	23	21.74	11	15	73.33	48	48.00	14	27	41	41.00	11	16	15	7	17	1	 	 	 
2016	12280	613	Saint Michael's	-	Totals	-	-	-	-	-	600:00	63	184	34.24	9	41	21.95	34	48	70.83	169	56.33	40	76	116	38.67	23	49	23	8	66	3	1	 	 
2016	12280	613	Saint Michael's	-	Opponent Totals	-	-	-	-	-	600:00	61	181	33.70	11	45	24.44	52	70	74.29	185	61.67	51	87	138	46.00	37	53	25	5	56	3	1	 	 
2016	12280	1347	Saint Rose	-	Totals	-	-	-	-	-	600:00	88	194	45.36	12	47	25.53	29	49	59.18	217	72.33	43	94	137	45.67	52	44	14	6	50	3	1	 	 
2016	12280	1347	Saint Rose	-	Opponent Totals	-	-	-	-	-	600:00	73	195	37.44	20	63	31.75	27	45	60.00	193	64.33	38	73	111	37.00	30	37	15	6	53	3	1	 	 
2016	12280	19117	Salem Int'l	-	Totals	-	-	-	-	-	800:00	77	238	32.35	16	68	23.53	33	59	55.93	203	50.75	47	93	140	35.00	38	107	44	7	79	4	2	 	 
2016	12280	19117	Salem Int'l	-	Opponent Totals	-	-	-	-	-	800:00	117	264	44.32	20	70	28.57	62	89	69.66	316	79.00	67	124	191	47.75	62	90	62	11	67	4	1	 	 
2016	12280	628	San Fran. St.	-	Totals	-	-	-	-	-	800:00	76	261	29.12	21	93	22.58	36	44	81.82	209	52.25	62	83	145	36.25	44	66	42	17	82	4	4	 	 
2016	12280	628	San Fran. St.	-	Opponent Totals	-	-	-	-	-	800:00	87	219	39.73	21	60	35.00	63	87	72.41	258	64.50	61	124	185	46.25	51	85	28	14	59	4	 	 	 
2016	12280	634	Seattle Pacific	-	Totals	-	-	-	-	-	598:00	82	192	42.71	20	61	32.79	43	53	81.13	227	75.67	46	82	128	42.67	51	44	20	8	48	3	 	 	 
2016	12280	634	Seattle Pacific	-	Opponent Totals	-	-	-	-	-	600:00	64	167	38.32	11	47	23.40	32	52	61.54	171	57.00	30	71	101	33.67	41	43	23	7	54	3	 	 	 
2016	12280	30063	Seton Hill	-	Totals	-	-	-	-	-	800:00	93	233	39.91	27	85	31.76	46	69	66.67	259	64.75	53	110	163	40.75	50	97	47	12	76	4	1	 	 
2016	12280	30063	Seton Hill	-	Opponent Totals	-	-	-	-	-	800:00	93	242	38.43	9	53	16.98	55	73	75.34	250	62.50	46	97	143	35.75	49	78	57	12	73	4	3	 	 
2016	12280	636	Shaw	-	Totals	-	-	-	-	-	1000:00	122	263	46.39	13	48	27.08	65	98	66.33	322	80.50	60	115	175	43.75	63	68	43	14	60	4	 	 	 
2016	12280	636	Shaw	-	Opponent Totals	-	-	-	-	-	1002:00	98	263	37.26	13	66	19.70	32	38	84.21	241	60.25	51	103	154	38.50	54	89	29	6	88	4	5	 	 
2016	12280	10870	Shepherd	-	Totals	-	-	-	-	-	625:00	73	194	37.63	8	36	22.22	37	56	66.07	191	63.67	29	67	96	32.00	43	48	20	3	60	3	3	 	 
2016	12280	10870	Shepherd	-	Opponent Totals	-	-	-	-	-	625:00	96	215	44.65	9	29	31.03	35	66	53.03	236	78.67	63	99	162	54.00	59	59	18	16	52	3	2	 	 
2016	12280	638	Shippensburg	-	Totals	-	-	-	-	-	800:00	101	242	41.74	17	59	28.81	70	97	72.16	289	72.25	56	122	178	44.50	65	69	31	8	71	4	2	 	 
2016	12280	638	Shippensburg	-	Opponent Totals	-	-	-	-	-	800:00	86	247	34.82	19	75	25.33	33	59	55.93	224	56.00	50	103	153	38.25	43	80	37	15	92	4	2	 	 
2016	12280	30151	Shorter	-	Totals	-	-	-	-	-	400:00	70	126	55.56	21	39	53.85	15	26	57.69	176	88.00	23	67	90	45.00	33	29	20	5	20	2	 	 	 
2016	12280	30151	Shorter	-	Opponent Totals	-	-	-	-	-	400:00	37	126	29.37	12	42	28.57	12	21	57.14	98	49.00	27	38	65	32.50	12	30	19	2	24	2	 	 	 
2016	12280	30127	Simon Fraser	-	Totals	-	-	-	-	-	400:00	44	134	32.84	15	57	26.32	17	25	68.00	120	60.00	29	42	71	35.50	30	45	11	5	35	2	3	 	 
2016	12280	30127	Simon Fraser	-	Opponent Totals	-	-	-	-	-	400:00	59	140	42.14	10	46	21.74	22	33	66.67	150	75.00	24	41	65	32.50	29	25	22	12	29	2	1	 	 
2016	12280	30128	Sioux Falls	-	Totals	-	-	-	-	-	600:00	99	200	49.50	20	64	31.25	37	59	62.71	255	85.00	35	89	124	41.33	71	32	27	8	58	3	1	 	 
2016	12280	30128	Sioux Falls	-	Opponent Totals	-	-	-	-	-	600:00	58	162	35.80	15	44	34.09	37	54	68.52	168	56.00	19	75	94	31.33	35	53	13	9	58	3	1	 	 
2016	12280	643	Slippery Rock	-	Totals	-	-	-	-	-	600:00	71	174	40.80	21	53	39.62	35	50	70.00	198	66.00	25	65	90	30.00	36	40	31	7	55	3	2	 	 
2016	12280	643	Slippery Rock	-	Opponent Totals	-	-	-	-	-	600:00	73	166	43.98	21	58	36.21	37	51	72.55	204	68.00	38	85	123	41.00	51	58	16	10	46	3	2	 	 
2016	12280	645	Sonoma St.	-	Totals	-	-	-	-	-	800:00	82	211	38.86	15	45	33.33	66	91	72.53	245	61.25	44	89	133	33.25	44	58	34	8	54	4	1	 	 
2016	12280	645	Sonoma St.	-	Opponent Totals	-	-	-	-	-	800:00	81	228	35.53	22	74	29.73	21	33	63.64	205	51.25	55	98	153	38.25	40	85	19	9	89	4	3	 	 
2016	12280	30139	South Dakota Mines	-	Totals	-	-	-	-	-	600:00	88	201	43.78	24	58	41.38	30	57	52.63	230	76.67	31	77	108	36.00	56	27	21	9	41	3	 	 	 
2016	12280	30139	South Dakota Mines	-	Opponent Totals	-	-	-	-	-	600:00	67	178	37.64	30	72	41.67	21	35	60.00	185	61.67	19	74	93	31.00	31	41	14	7	51	3	1	 	 
2016	12280	1371	Southeastern Okla.	-	Totals	-	-	-	-	-	901:00	78	226	34.51	33	102	32.35	46	53	86.79	235	58.75	42	102	144	36.00	47	56	16	8	54	4	1	 	 
2016	12280	1371	Southeastern Okla.	-	Opponent Totals	-	-	-	-	-	900:00	95	227	41.85	26	99	26.26	37	52	71.15	253	63.25	38	104	142	35.50	54	53	23	8	63	4	 	 	 
2016	12280	1376	Southern Ark.	-	Totals	-	-	-	-	-	600:00	84	173	48.55	12	37	32.43	31	53	58.49	211	70.33	31	78	109	36.33	53	52	24	6	47	3	1	 	 
2016	12280	1376	Southern Ark.	-	Opponent Totals	-	-	-	-	-	600:00	72	181	39.78	23	60	38.33	34	54	62.96	201	67.00	36	67	103	34.33	29	46	22	7	52	3	1	 	 
2016	12280	658	Southern Conn. St.	-	Totals	-	-	-	-	-	800:00	98	242	40.50	31	75	41.33	59	88	67.05	286	71.50	56	96	152	38.00	58	69	43	10	93	4	1	 	 
2016	12280	658	Southern Conn. St.	-	Opponent Totals	-	-	-	-	-	800:00	78	216	36.11	24	74	32.43	59	78	75.64	239	59.75	50	106	156	39.00	45	96	26	9	81	4	1	 	 
2016	12280	661	Southern Ind.	-	Totals	-	-	-	-	-	400:00	66	127	51.97	12	34	35.29	14	28	50.00	158	79.00	29	64	93	46.50	40	30	30	12	32	2	 	 	 
2016	12280	661	Southern Ind.	-	Opponent Totals	-	-	-	-	-	400:00	27	92	29.35	8	38	21.05	21	30	70.00	83	41.50	8	44	52	26.00	13	45	10	 	34	2	 	 	 
2016	12280	468	Southern N.H.	-	Totals	-	-	-	-	-	600:00	81	192	42.19	10	36	27.78	43	56	76.79	215	71.67	41	89	130	43.33	45	46	23	11	46	3	 	 	 
2016	12280	468	Southern N.H.	-	Opponent Totals	-	-	-	-	-	600:00	66	193	34.20	12	68	17.65	31	42	73.81	175	58.33	45	80	125	41.67	32	56	19	14	59	3	1	 	 
2016	12280	30152	Southern Nazarene	-	Totals	-	-	-	-	-	200:00	19	65	29.23	2	18	11.11	21	34	61.76	61	61.00	15	23	38	38.00	9	17	8	10	28	1	1	 	 
2016	12280	30152	Southern Nazarene	-	Opponent Totals	-	-	-	-	-	200:00	25	61	40.98	 	10	0.00	20	31	64.52	70	70.00	16	34	50	50.00	13	22	8	4	32	1	4	 	 
2016	12280	30192	Southern Wesleyan	-	Totals	-	-	-	-	-	600:00	52	190	27.37	17	75	22.67	57	81	70.37	178	59.33	42	87	129	43.00	33	54	23	2	69	3	1	 	 
2016	12280	30192	Southern Wesleyan	-	Opponent Totals	-	-	-	-	-	598:00	66	184	35.87	18	60	30.00	47	78	60.26	197	65.67	43	108	151	50.33	46	53	32	10	66	3	1	 	 
2016	12280	2755	Southwest Baptist	-	Totals	-	-	-	-	-	600:00	77	195	39.49	18	51	35.29	51	75	68.00	223	74.33	44	70	114	38.00	40	52	27	10	76	3	1	 	 
2016	12280	2755	Southwest Baptist	-	Opponent Totals	-	-	-	-	-	600:00	68	154	44.16	22	51	43.14	71	87	81.61	229	76.33	25	82	107	35.67	27	62	22	8	82	3	6	 	 
2016	12280	8736	Southwest Minn. St.	-	Totals	-	-	-	-	-	600:00	49	146	33.56	12	39	30.77	35	45	77.78	145	48.33	24	74	98	32.67	30	70	11	2	43	3	1	 	 
2016	12280	8736	Southwest Minn. St.	-	Opponent Totals	-	-	-	-	-	600:00	95	202	47.03	21	60	35.00	27	36	75.00	238	79.33	37	78	115	38.33	60	33	33	8	54	3	 	 	 
2016	12280	8744	Southwestern Okla.	-	Totals	-	-	-	-	-	600:00	70	190	36.84	12	48	25.00	52	79	65.82	204	68.00	36	98	134	44.67	24	48	5	15	49	3	1	 	 
2016	12280	8744	Southwestern Okla.	-	Opponent Totals	-	-	-	-	-	600:00	87	227	38.33	27	75	36.00	36	46	78.26	237	79.00	45	100	145	48.33	39	34	20	8	66	3	1	 	 
2016	12280	30191	Spring Hill	-	Totals	-	-	-	-	-	425:00	49	130	37.69	12	43	27.91	21	44	47.73	131	65.50	31	50	81	40.50	28	44	21	7	51	2	 	 	 
2016	12280	30191	Spring Hill	-	Opponent Totals	-	-	-	-	-	425:00	48	116	41.38	6	15	40.00	32	51	62.75	134	67.00	24	62	86	43.00	15	46	21	5	42	2	1	 	 
2016	12280	593	St. Anselm	-	Totals	-	-	-	-	-	400:00	47	120	39.17	9	29	31.03	27	38	71.05	130	65.00	18	66	84	42.00	19	37	11	13	46	2	1	 	 
2016	12280	593	St. Anselm	-	Opponent Totals	-	-	-	-	-	400:00	50	140	35.71	4	27	14.81	28	42	66.67	132	66.00	28	60	88	44.00	25	27	12	9	36	2	3	 	 
2016	12280	598	St. Cloud St.	-	Totals	-	-	-	-	-	400:00	35	108	32.41	7	30	23.33	15	19	78.95	92	46.00	18	54	72	36.00	24	41	10	6	40	2	1	 	 
2016	12280	598	St. Cloud St.	-	Opponent Totals	-	-	-	-	-	400:00	44	113	38.94	18	50	36.00	33	48	68.75	139	69.50	21	55	76	38.00	30	24	16	4	29	2	1	 	 
2016	12280	1334	St. Edward's	-	Totals	-	-	-	-	-	400:00	47	126	37.30	12	40	30.00	6	10	60.00	112	56.00	27	38	65	32.50	25	25	23	3	31	2	 	 	 
2016	12280	1334	St. Edward's	-	Opponent Totals	-	-	-	-	-	400:00	45	98	45.92	9	31	29.03	17	25	68.00	116	58.00	17	54	71	35.50	25	36	17	1	16	2	 	 	 
2016	12280	604	St. Joseph's (IN)	-	Totals	-	-	-	-	-	850:00	82	245	33.47	17	62	27.42	66	90	73.33	247	61.75	46	119	165	41.25	54	79	32	14	90	4	4	 	 
2016	12280	604	St. Joseph's (IN)	-	Opponent Totals	-	-	-	-	-	850:00	91	237	38.40	28	86	32.56	59	91	64.84	269	67.25	42	126	168	42.00	61	84	35	13	90	4	3	 	 
2016	12280	1346	St. Mary's (TX)	-	Totals	-	-	-	-	-	400:00	54	130	41.54	16	39	41.03	29	39	74.36	153	76.50	25	58	83	41.50	26	36	21	4	56	2	1	 	 
2016	12280	1346	St. Mary's (TX)	-	Opponent Totals	-	-	-	-	-	400:00	42	114	36.84	3	20	15.00	48	71	67.61	135	67.50	27	55	82	41.00	20	38	18	8	39	2	 	 	 
2016	12280	1348	St. Thomas Aquinas	-	Totals	-	-	-	-	-	600:00	78	201	38.81	21	56	37.50	68	82	82.93	245	81.67	52	69	121	40.33	44	45	39	5	38	3	 	 	 
2016	12280	1348	St. Thomas Aquinas	-	Opponent Totals	-	-	-	-	-	600:00	73	172	42.44	18	46	39.13	22	34	64.71	186	62.00	31	77	108	36.00	37	75	16	10	72	3	4	 	 
2016	12280	103	Stanislaus St.	-	Totals	-	-	-	-	-	822:00	91	226	40.27	20	71	28.17	70	101	69.31	272	68.00	49	132	181	45.25	53	110	27	18	90	4	1	 	 
2016	12280	103	Stanislaus St.	-	Opponent Totals	-	-	-	-	-	825:00	106	291	36.43	29	105	27.62	70	100	70.00	311	77.75	66	100	166	41.50	67	62	52	15	91	4	3	 	 
2016	12280	680	Stillman	-	Totals	-	-	-	-	-	398:00	53	169	31.36	5	36	13.89	32	53	60.38	143	71.50	49	66	115	57.50	31	40	26	8	49	2	4	 	 
2016	12280	680	Stillman	-	Opponent Totals	-	-	-	-	-	400:00	33	105	31.43	6	20	30.00	30	63	47.62	102	51.00	24	64	88	44.00	13	62	22	8	41	2	2	 	 
2016	12280	682	Stonehill	-	Totals	-	-	-	-	-	599:00	91	186	48.92	19	52	36.54	41	52	78.85	242	80.67	36	83	119	39.67	58	41	20	8	48	3	3	 	 
2016	12280	682	Stonehill	-	Opponent Totals	-	-	-	-	-	600:00	79	179	44.13	26	54	48.15	36	44	81.82	220	73.33	26	68	94	31.33	41	44	23	8	55	3	1	 	 
2016	12280	689	Tampa	-	Totals	-	-	-	-	-	800:00	95	206	46.12	31	82	37.80	36	52	69.23	257	64.25	25	116	141	35.25	65	59	16	13	51	4	2	 	 
2016	12280	689	Tampa	-	Opponent Totals	-	-	-	-	-	800:00	89	254	35.04	26	78	33.33	43	59	72.88	247	61.75	52	94	146	36.50	50	43	28	10	61	4	1	 	 
2016	12280	1395	Tarleton St.	-	Totals	-	-	-	-	-	600:00	79	185	42.70	22	70	31.43	42	52	80.77	222	74.00	31	83	114	38.00	48	46	28	5	59	3	3	 	 
2016	12280	1395	Tarleton St.	-	Opponent Totals	-	-	-	-	-	599:00	66	187	35.29	15	57	26.32	27	44	61.36	174	58.00	45	77	122	40.67	22	59	15	7	62	3	1	 	 
2016	12280	199	Tex. A&M-Commerce	-	Totals	-	-	-	-	-	800:00	105	276	38.04	13	60	21.67	77	105	73.33	300	75.00	66	111	177	44.25	44	55	35	8	75	4	1	 	 
2016	12280	199	Tex. A&M-Commerce	-	Opponent Totals	-	-	-	-	-	799:00	104	255	40.78	23	65	35.38	42	62	67.74	273	68.25	48	116	164	41.00	45	74	24	10	96	4	4	 	 
2016	12280	696	Tex. A&M-Kingsville	-	Totals	-	-	-	-	-	800:00	85	243	34.98	25	76	32.89	50	76	65.79	245	61.25	48	99	147	36.75	41	60	34	7	64	4	1	 	 
2016	12280	696	Tex. A&M-Kingsville	-	Opponent Totals	-	-	-	-	-	800:00	89	240	37.08	24	85	28.24	39	57	68.42	241	60.25	59	121	180	45.00	45	78	26	17	77	4	3	 	 
2016	12280	30088	Tex. Permian Basin	-	Totals	-	-	-	-	-	800:00	96	248	38.71	30	88	34.09	68	84	80.95	290	72.50	57	110	167	41.75	52	71	28	12	83	4	1	 	 
2016	12280	30088	Tex. Permian Basin	-	Opponent Totals	-	-	-	-	-	801:00	103	271	38.01	21	58	36.21	51	88	57.95	278	69.50	69	96	165	41.25	48	57	26	7	78	4	1	 	 
2016	12280	701	Texas Woman's	-	Totals	-	-	-	-	-	600:00	60	170	35.29	10	43	23.26	53	76	69.74	183	61.00	39	80	119	39.67	29	51	26	15	57	3	 	 	 
2016	12280	701	Texas Woman's	-	Opponent Totals	-	-	-	-	-	600:00	64	184	34.78	10	46	21.74	32	45	71.11	170	56.67	44	86	130	43.33	31	60	27	3	73	3	4	 	 
2016	12280	1403	Tiffin	-	Totals	-	-	-	-	-	400:00	51	128	39.84	16	53	30.19	11	16	68.75	129	64.50	20	39	59	29.50	31	27	11	2	46	2	2	 	 
2016	12280	1403	Tiffin	-	Opponent Totals	-	-	-	-	-	400:00	56	119	47.06	16	35	45.71	35	45	77.78	163	81.50	28	59	87	43.50	31	29	15	5	31	2	 	 	 
2016	12280	30002	Trevecca Nazarene	-	Totals	-	-	-	-	-	800:00	84	240	35.00	28	79	35.44	66	87	75.86	262	65.50	54	106	160	40.00	52	68	28	5	70	4	1	 	 
2016	12280	30002	Trevecca Nazarene	-	Opponent Totals	-	-	-	-	-	800:00	114	270	42.22	27	86	31.40	47	65	72.31	302	75.50	59	113	172	43.00	58	66	36	26	84	4	2	 	 
2016	12280	499	Truman	-	Totals	-	-	-	-	-	801:00	96	218	44.04	13	53	24.53	50	65	76.92	255	63.75	46	106	152	38.00	46	48	22	13	58	4	 	 	 
2016	12280	499	Truman	-	Opponent Totals	-	-	-	-	-	799:00	78	212	36.79	20	75	26.67	37	58	63.79	213	53.25	36	80	116	29.00	27	44	23	6	78	4	1	 	 
2016	12280	12830	Tusculum	-	Totals	-	-	-	-	-	425:00	58	140	41.43	9	34	26.47	9	20	45.00	134	67.00	30	69	99	49.50	31	42	21	7	56	2	2	 	 
2016	12280	12830	Tusculum	-	Opponent Totals	-	-	-	-	-	425:00	34	112	30.36	8	36	22.22	34	70	48.57	110	55.00	24	54	78	39.00	22	38	17	8	32	2	 	 	 
2016	12280	720	Tuskegee	-	Totals	-	-	-	-	-	800:00	80	222	36.04	14	49	28.57	40	77	51.95	214	53.50	53	107	160	40.00	45	67	21	2	92	4	8	 	 
2016	12280	720	Tuskegee	-	Opponent Totals	-	-	-	-	-	800:00	84	224	37.50	26	83	31.33	61	79	77.22	255	63.75	44	111	155	38.75	50	56	37	4	85	4	4	 	 
2016	12280	112	UC San Diego	-	Totals	-	-	-	-	-	600:00	72	182	39.56	20	59	33.90	33	46	71.74	197	65.67	42	84	126	42.00	44	45	22	3	47	3	 	 	 
2016	12280	112	UC San Diego	-	Opponent Totals	-	-	-	-	-	600:00	68	183	37.16	17	49	34.69	32	41	78.05	185	61.67	37	76	113	37.67	23	42	19	10	51	3	 	 	 
2016	12280	9754	UC-Colo. Springs	-	Totals	-	-	-	-	-	600:00	77	209	36.84	28	90	31.11	29	39	74.36	211	70.33	54	71	125	41.67	55	43	37	9	63	3	2	 	 
2016	12280	9754	UC-Colo. Springs	-	Opponent Totals	-	-	-	-	-	600:00	68	162	41.98	15	44	34.09	42	61	68.85	193	64.33	33	86	119	39.67	38	57	23	5	54	3	1	 	 
2016	12280	309	UIndy	-	Totals	-	-	-	-	-	1000:00	105	264	39.77	33	113	29.20	42	55	76.36	285	57.00	36	126	162	32.40	60	93	27	15	99	5	4	 	 
2016	12280	309	UIndy	-	Opponent Totals	-	-	-	-	-	1000:00	117	280	41.79	35	87	40.23	80	117	68.38	349	69.80	47	126	173	34.60	56	53	43	8	62	5	1	 	 
2016	12280	537	UNC Pembroke	-	Totals	-	-	-	-	-	400:00	42	119	35.29	10	34	29.41	32	41	78.05	126	63.00	20	49	69	34.50	29	25	27	11	29	2	 	 	 
2016	12280	537	UNC Pembroke	-	Opponent Totals	-	-	-	-	-	400:00	39	110	35.45	11	42	26.19	18	31	58.06	107	53.50	26	59	85	42.50	25	44	17	4	39	2	 	 	 
2016	12280	28594	USciences	-	Totals	-	-	-	-	-	600:00	47	178	26.40	21	85	24.71	20	24	83.33	135	45.00	53	73	126	42.00	33	54	22	4	54	3	 	 	 
2016	12280	28594	USciences	-	Opponent Totals	-	-	-	-	-	600:00	59	150	39.33	14	40	35.00	33	48	68.75	165	55.00	25	80	105	35.00	43	42	23	6	43	3	1	 	 
2016	12280	30181	UVa-Wise	-	Totals	-	-	-	-	-	200:00	19	50	38.00	5	16	31.25	23	36	63.89	66	66.00	15	21	36	36.00	8	21	7	1	20	1	 	 	 
2016	12280	30181	UVa-Wise	-	Opponent Totals	-	-	-	-	-	200:00	19	43	44.19	4	10	40.00	13	20	65.00	55	55.00	8	21	29	29.00	6	33	7	8	31	1	2	 	 
2016	12280	30153	Union (TN)	-	Totals	-	-	-	-	-	825:00	122	255	47.84	51	109	46.79	48	66	72.73	343	85.75	52	133	185	46.25	82	48	18	11	74	4	1	 	 
2016	12280	30153	Union (TN)	-	Opponent Totals	-	-	-	-	-	825:00	87	251	34.66	23	102	22.55	43	65	66.15	240	60.00	44	83	127	31.75	48	38	17	9	66	4	1	 	 
2016	12280	728	Upper Iowa	-	Totals	-	-	-	-	-	800:00	91	220	41.36	27	78	34.62	64	81	79.01	273	68.25	46	93	139	34.75	47	94	18	7	75	4	 	 	 
2016	12280	728	Upper Iowa	-	Opponent Totals	-	-	-	-	-	800:00	119	250	47.60	17	58	29.31	56	67	83.58	311	77.75	40	84	124	31.00	55	64	53	10	77	4	3	 	 
2016	12280	30140	Ursuline	-	Totals	-	-	-	-	-	400:00	54	121	44.63	21	57	36.84	48	63	76.19	177	88.50	18	53	71	35.50	38	30	29	2	41	2	2	 	 
2016	12280	30140	Ursuline	-	Opponent Totals	-	-	-	-	-	400:00	47	128	36.72	15	53	28.30	23	30	76.67	132	66.00	30	55	85	42.50	29	51	9	3	51	2	1	 	 
2016	12280	734	Valdosta St.	-	Totals	-	-	-	-	-	600:00	66	171	38.60	16	62	25.81	40	60	66.67	188	62.67	43	88	131	43.67	34	39	30	2	49	3	1	 	 
2016	12280	734	Valdosta St.	-	Opponent Totals	-	-	-	-	-	600:00	49	160	30.62	10	55	18.18	23	38	60.53	131	43.67	30	70	100	33.33	17	47	20	5	56	3	4	 	 
2016	12280	743	Virginia St.	-	Totals	-	-	-	-	-	600:00	78	193	40.41	11	41	26.83	29	41	70.73	196	65.33	44	81	125	41.67	49	56	35	12	73	3	3	 	 
2016	12280	743	Virginia St.	-	Opponent Totals	-	-	-	-	-	600:00	58	163	35.58	13	47	27.66	52	80	65.00	181	60.33	36	81	117	39.00	33	63	31	9	49	3	 	 	 
2016	12280	744	Virginia Union	-	Totals	-	-	-	-	-	625:00	98	203	48.28	16	45	35.56	37	69	53.62	249	83.00	50	96	146	48.67	52	60	25	14	74	3	1	 	 
2016	12280	744	Virginia Union	-	Opponent Totals	-	-	-	-	-	625:00	75	205	36.59	16	59	27.12	39	62	62.90	205	68.33	42	64	106	35.33	51	58	19	7	62	3	2	 	 
2016	12280	30141	Walsh	-	Totals	-	-	-	-	-	400:00	35	106	33.02	9	37	24.32	34	48	70.83	113	56.50	26	58	84	42.00	17	32	19	6	32	2	 	 	 
2016	12280	30141	Walsh	-	Opponent Totals	-	-	-	-	-	400:00	39	106	36.79	10	39	25.64	20	32	62.50	108	54.00	17	49	66	33.00	23	36	19	3	41	2	2	 	 
2016	12280	2814	Washburn	-	Totals	-	-	-	-	-	600:00	72	158	45.57	26	67	38.81	39	58	67.24	209	69.67	29	87	116	38.67	50	44	13	13	56	3	2	 	 
2016	12280	2814	Washburn	-	Opponent Totals	-	-	-	-	-	600:00	54	170	31.76	17	62	27.42	49	61	80.33	174	58.00	30	61	91	30.33	33	35	21	2	55	3	 	 	 
2016	12280	757	Wayne St. (MI)	-	Totals	-	-	-	-	-	600:00	95	204	46.57	15	44	34.09	48	71	67.61	253	84.33	51	96	147	49.00	41	48	45	12	51	3	2	 	 
2016	12280	757	Wayne St. (MI)	-	Opponent Totals	-	-	-	-	-	600:00	57	181	31.49	17	71	23.94	31	50	62.00	162	54.00	34	66	100	33.33	33	66	26	9	51	3	1	 	 
2016	12280	1433	Wayne St. (NE)	-	Totals	-	-	-	-	-	800:00	113	245	46.12	32	86	37.21	69	97	71.13	327	81.75	68	120	188	47.00	64	71	39	23	58	4	 	 	 
